content,topic
#碎碎念#今年的儿童节明显晒娃的多了，拖国家后腿啦。今天找到了之前实验失败的原因，还是开心的，果然酰胺化反应最难做，还是得感叹身体的神奇，这么复杂的蛋白，DNA，时时刻刻都在精准的合成，太厉害了，关关难过关关过，继续干吧。想到大三那会，跟着一个老师做实验，大我一届的学姐在准备，那时候真的啥也不懂，什么是，考湖南大学的分析化学，反正听着就好牛逼，他问我，你以后么，我说我就想毕业了工作，还考博，不会的，人嘛，总会变成自己曾经最讨厌的模样。每天吃完饭有空就去瑞幸坐一坐，因为瑞幸的空调开的足，出去的时候衣服上也都是咖啡味，香也算不上，臭也不挨着。今天就写到这吧，这一星期都没咋睡午觉，晚上早点睡吧。,碎碎念
不是哥们你百度网盘下架了啥意思啊我要啊！他无不无良我能不知道吗,
23zh法考#法考#,法考
农村发展㊗️大家六一儿童节快乐！,
#资料##资料汇总#今日资料已汇总至公主👸🏻号，记得查收！,"资料,资料汇总"
#2023##扇贝#我在扇贝学习英语，坚持学习，未来可期,"2023,扇贝"
不亚于的难度对我来说,
30个《》，我已经在坚持了10天。,
//@蒋方舟:据说这篇写的玛丽雪莱押中了今天英语一的阅读。。。真的吗？,
263个《》，我已经在坚持了109天。,
大不自多，海纳江河。赏夏蝉冬雪，观春花秋月。从晨光熹微，到暮色苍茫。若与你相遇于求是园，必携手游遍校园风光！关注@浙江大学并，抽10位同学，每人1000元游学基金+2019新春浙大定制红包！2月2日由@微博抽奖平台选出2019年，我们在浙大等你！,
刚刚突发奇想搜了浙大（虽然没在这所学校但仍憧憬着），然后突发奇想百度了某个专业，然后突发奇想要好好努力，突发奇想要微博围脖浙大，结果就……小浙你懂得,
111个《》，我已经在坚持了75天。,
66个《》，我已经在坚持了148天。,
你时是怎么查找资料的？经验之谈，转给准备的人～,
//@微博校园:如何查找资料搜集信息，给2020届党！[米奇比心],
等待成绩煎熬⌛️,
要记住自己是谁，不要学别人的样。#Everyday日精进#,Everyday日精进
走自己的路，上寒假班包括之前上过四级全程，真的不止是上课也算是人生导师了，让我更加确定我研究生的方向，虽然是2021但是我会为了它去努力,
20成功上岸。一家人平平安安，健健康康。,
天天师兄前进一寸有一寸的欢喜！拖欠很多了，后天安定下来后加油＾０＾~,
82个《》，我已经在坚持了445天。,
,
@帮App#帮#坚持27天，过招1677个高频词汇，得高分，就用帮~,帮
2020倒计时335p1今日学习成果要慢慢把学习内容给增加上来p3的图来自ins觉得很好看明天也要继续加油鸭,
知识,
我免费围观了@成都下水道的回答，问题价值198.00元，快来一起免费围观~O微博问答,
澜澜，今天我和爸妈说了我挂科的事情，虽然挨骂了，但是心里也不会空荡荡的了你放心，我下学期开始就好好准备了我一定会努力的,
86个《》，我已经在坚持了57天。,
天天师兄#冒个泡#抓紧在20号的尾巴第一次打卡,冒个泡
47个《》，我已经在坚持了255天。,
呜呜呜呜就半天没见到胖子就想他了，这种日子还要多久(自从开始跟胖子分开的时间不超过睡觉那么长，这一下一个月不见可咋整啊,
272个《》，我已经在坚持了19天。,
你考会计，发现大家都考，好烦，你考教资，大家又都考，好烦，你，大家也考，哭了,
#人挺住#2020最新资料买题库送最新网课需要的➕V,人挺住
11个《》，我已经在坚持了199天。,
202020护理#护理##20#这两天的学习时长严重不足未来一天也将会是连续两天没有学习护理综合了今天做个件大事贴壁纸！壁纸的样子有点让人失望😞贴上就是一面白墙吃了超级超级超级好吃的炒粉和鸡柳最近真的疯狂长肉哦明天要早早起床学习毕竟一天又有事,"护理,20"
人生态度只有两个：一个叫赢，一个叫混想赢的人不会混想混的人不会赢年龄不是问题别辜负最好的自己人加油#励志语录#,励志语录
268个《》，我已经在坚持了13天。,
20个《核心》，我已经在坚持了152天。,
[花心]##超励志视频《觉醒》，没动力的时候就看看。也许你做的事情会失败，但并不代表你是一个失败的人。若无尝试，则绝没有机会。L跑步心情的秒拍视频关注@资料酷课程全年更新,
真的喜欢研招办的每一位老师和伙伴，原来这世界上有个角落真的没有虚情假意和阿谀奉承，彼此可以真诚以待。一路体验研招工作后，让我对也有了重新的认识，一万多张试卷，10几次，20几次的录入，核分，检阅，真的感谢老师对我们一次次失误的包容理解，没有一次训斥……大家一起团结征服一次又一次的困境，我真的累，但一路走来，回首时，真的幸福。,
45个《》，我已经在坚持了60天。,
继续！考特么的！,
#/01-18#又到了一年一度我最爱的家里打油茶的环节我的朋友们喝多了就开始背政治未免也太可爱了喝酒之后睡觉比吃药睡觉快乐多啦希望我的朋友们每天都能这么快乐呀💤#HappyLittlePill#,/01-18
45个《》，我已经在坚持了33天。,
39个《》，我已经在坚持了255天。,
23个《》，我已经在坚持了654天。,
33个《》，我已经在坚持了199天。,
220个《》，我已经在坚持了165天。,
#胖鱼成长记##有道考神#夜宵1哈哈哈，旭彤姐姐超级可爱的@有道考神孙旭彤,"胖鱼成长记,有道考神"
今日份1231.喜欢崔泽比parkbogum更多，对这种男生没有抵抗力2.未来的他阿，等你来了，我一定会狠狠凶你，为什么要迟到这么久3.体重终于回到前4.曾经单身我以为是自己挑剔，时间久了发现身边没有异性了，开始自我怀疑5.明年一定要好好学习，多写多看！发论文，搞开题，明年一定很难捱过，但也总会过去是么？,
今日复习打卡：Day15[小仙女][小仙女]14：00-18：00恋练有词unit6[小仙女][小仙女]20：15-21：15交互视频x1[小仙女][小仙女]21：45-23：50快题视频+线条练习×5Ps：昨晚翻来覆去一直睡不着，感觉快天亮了才迷迷糊糊睡着，要调整作息早起早睡了，不然要失眠#2019新年快乐#,2019新年快乐
167个《》，我已经在坚持了69天。,
报名🙋//@孔玮Vicky:复试涉及的内容非常多，作为研究生复试考官的我会在复试课上全面系统又重点突出地教你，如何把握复试全局，如何赢得老师青睐，如何打好最后一战！【转发本条抽1盒ysl圣罗兰恒久羽毛气垫粉底】,
2020DAY14√的秘密STAGE14√根据艾宾浩斯遗忘曲线复习STAGE13&STAGE12&STAGE10&STAGE9√天天背小程序今天看了《四月是你的谎言》，正是因为在黑夜里，星星才更加璀璨啊。晚安。,
好久不码字了。忙着准备，忙着准备毕业、找工作，没法安静读书，也没精神放空。其实不够夜以继日、废寝忘食，我不是个愿意为某样事投入太多的人。只是心中的焦虑没办法心安理得的让自己进入另一个世界。考试结束后混吃等死了很久。（这里解释一下，混吃等死是我跟朋友提出的一种说法，找一个合适的日子或者说感觉已经过不下去的日子，找个床躺上去，什么也不做，只是快活，到时候谁也不准起床，任由太阳升起，任由白天黑夜。）备考的时候特渴望这样的日子，后来到了这个日子的时候发现，也就那样吧，没什么新鲜。说到新鲜，我真的是个需要新鲜感的人呐。最近就总是觉得生活缺少乐趣。我每次都能把别人逗的笑得前仰后合，可自己总也找不到可以逗乐自己的法子。很多时候新鲜感来了很快就过去。该说正事了，好像也不是什么正事，可这是我今天很想码字的原因。大约一年了吧。久违的想要码字的感觉。今天读史铁生《我与地坛》两次掉眼泪啊。这才刚刚翻开这本已经找不到封皮的书，就已经深深陷入史铁生笔下的世界了。先生写景细腻生动，引人入胜这不必说了，让我动情落泪的确是几句再平常不过的话。第一次是他写他的母亲。边看边感动不已，一句“他已经懂了，可他已经来不及了”逼下了我的眼泪。“子欲养而亲不待”，我们都是慢慢长大，慢慢才懂这个道理。我总觉得自己是个很冷血的人，我更喜欢一个人生活。前些日子，我的母亲身体很不好，我收拾行李准备回学校的时候，母亲看着我收拾，说以后在咱家附近找个工作也挺好啊，想不想在家找个工作？我想也没想就回了一句不想——咱家哪有什么好工作啊，我想出去闯一闯，要不这学不白上了吗！母亲没有接话。我到今天才想，我可能，真的应该在家附近找个工作吧。第二次，是因为一个漂亮但弱智的女孩。她有一个很疼爱她的哥哥。说不上来为什么想哭，她漂亮，善良，上帝却要夺走她的心智，心疼惋惜一阵后又看史先生说就命运而言，休论公道。史先生写其母亲的时候，将自己化作第三人称，以“他”自称，这让我想起自己高三的时候写的一封情书，也是以“她”自称，华丽的排比，字字动情，可惜没留副本哈哈，不然一定要拿出来读一读，回味一下自己当年的风采，也不知道得到这封情书混小子有没有好好保存我的笔墨啊。得了，码不动了，晚安各位。,
预备役第30天转“心累”科的第一天，100+的报告，简直“爱”死了老师的无情拷问，好了我知道我菜，我这就回去啃书!晚上的做了点资料收集，看了一个英语视频，还行期待教材回家最后还是禁不住诱惑点了夜宵，味道有些失望,
@帮App@帮App#帮#坚持5天，过招75个高频词汇，得高分，就用帮~%,帮
距2020还有341天🌦List10✅长难句背诵✅专业课（民法两章✅政治课（马原4课时✅知米背100个✅明天也要加油鸭早上背要缩短时间！快速背！！！,
