content,topic
我觉得我可能是个假的考研狗灰常感谢我的老部长和老团长不厌其烦的回答我的问题我是一个需要动力的人更需要一些优秀的人来刺激我虽然我知道优秀的人都很低调所以我决定主动去联系他们我知道每个人都应该有自己的生活没什么可比较没必要去比较但是不去比较怎么让自己进步就是因为我没去比较我没走出去我浪费了我近两年的大学时光因为我觉得我并没有学到可用的东西我不会很牛的电脑操作还是电脑小菜鸡我不懂怎么自己去编写代码我不懂怎么去运营我不懂怎么去做设计我甚至都不懂最简单的安装软件我都不好意思和别人说我是计算机学院我挺羡慕杰哥和利姐一起考研一起进步并不是说考研就是唯一出路只是我喜欢的是这样的有意义的谈恋爱两个人一起慢慢变好一起成长没有必要很高调自己知道自己想要的生活不是看到眼前而是考虑长久,
考研每日一善每日一词hack英[hæk]美[hæk]vt.砍，猛踢vi.砍，非法侵入（他人计算机系统）n.雇佣文人；杂务人员；砍Iwouldjusthackin100-hourstretches(绵延)，i’dsleepfor4.我工作100多个小时睡四个小时。,
学习是进步的阶梯2020考研网课考研复试英语四级网课英语六级网课考虫万词班考虫口语提升班王菲语法班cpa网课2019初级会计初级会计网课初级会计题库初级会计职称考虫雅思cpa会计注册会计师考试小学资格证笔试19粉笔计算机二级题库考虫专四专八ACCA和CFA坚定信念,
发布了头条文章：《计算机原理第一章知识点（3）》考研经验分享考研#2020考研#O计算机原理第一章知识点（3）,2020考研
泰安的第二场雪❄️终于在泰安看到跟家乡有一点点相似的雪啦仿佛今天干了太多的事儿每天都在努力了解考研的信息很容易的买到了回来的高铁票安排好了初会计算机还有考研终于有了新的摄像头还为了微信公众号如何置顶争论了一晚上最后拿到了比赛的证书还是很有意思的啦还是要赶紧在放假之前把学习计划整理好啊冲鸭!!!,
我说只要努力没有去不了的地方2020考研网课2019初级会计初级会计网课2019教师资格证面试教师资格证笔试英语四级英语六级考虫专四专八cpa网课注册会计师资产评估师中级会计师中级经济师2019司法考试计算机二级原题题库一级二级建造师会计实操小语种努力一定成功#汤家凤##何凯文##刘恺威杨幂离婚##2020考研##2019复试##考研英语#,"汤家凤,何凯文,刘恺威杨幂离婚,2020考研,2019复试,考研英语"
我说只要努力没有去不了的地方2020考研网课2019初级会计初级会计网课2019教师资格证面试教师资格证笔试英语四级英语六级考虫专四专八cpa网课注册会计师资产评估师中级会计师中级经济师2019司法考试计算机二级原题题库一级二级建造师会计实操小语种努力一定成功#汤家凤##何凯文##刘恺威杨幂离婚##2020考研##2019复试##考研英语#,"汤家凤,何凯文,刘恺威杨幂离婚,2020考研,2019复试,考研英语"
和一早的太阳拥抱吧初级会计网课初级会计题库计算机二级题库税务师网课教师资格证笔试cpa资料2020考研英语考研政治考研数学专四专八粉笔公务员省考资产评估师英语四级六级二级建造师消防环评一起努力加油吧，相信你L财神姐姐到的微博视频,
2020考研勤工俭学计算机考研学子莫失良机！！！学长学姐推荐天勤率辉专业课视频希望大家今年都能有一个好结果,
计算机考研勤工俭学计算机考研学子莫失良机！！！学长学姐推荐天勤率辉专业课视频希望大家今年都能有一个好结果,
#南师大考研#有想考计算机的可以找我要专业课资料,南师大考研
孙俪祝大家新年快乐2018年度总结来啦，还有福历相送！[米奇比心]茫茫人海的遇见，相依而行的陪伴，留住瞬间的光影。这一路，云淡风轻摇，坐看花开慢慢聊转发此微博，说一说你的新年计划，小同事将从中抽出5位小伙伴送出2019新年台历哦。,
2019愿望过个快快乐乐的年3月计算机二级能过4月专四能过5月领到教师资格证分配到一个好学校实习6.7月考研复习9.10.11月实习兼备考研12月考研考试成绩不要太差考完准备明年的专八，感觉都是考试，2019对我好点吧,
猪年也要更加努力呦2020考研网课2019初级会计初级会计网课2019教师资格证面试教师资格证笔试计算机二级原题题库2019省考and国考事业单位英语四级英语六级考虫专四专八cpa网课注册会计师资产评估师中级会计师中级经济师2019司法考试一级二级建造师会计实操小语种三叶草的幸运,
只有选择开始的人，才会有不一样的人生✨2020考研✨cpa✨初级会计网课✨司法考试✨初级会计师✨中级会计师✨税务师资料✨注会资料✨教师资格证面试✨一建✨二建✨粉笔事业单位✨一级建造师✨二级建造师✨消防工程师✨2019注会✨cpa考试✨cma考试✨cfa一级✨计算机二级✨消防工程师✨初级会计题库✨粉笔省考✨审计师✨资产评估师✨造价工程师✨监理工程师✨一起加油吧！,
新年愿望:希望考研能过，希望计算机编程能力能大大进步，希望学业爱情都能越来越好,
2020考研网课，2019初级会计网课，中级会计，小学教师资格证面试，英语四级，英语六级，2019省考，事业单位，计算机二级题库，2019注册会计师，cpa网课，专四专八，资产评估师，2020考研，2019省考，山东省省考，2019国考，公务员考试，公务员网课，初级会计师，初级会计经济法，一级建造师，二级建造师，注册税务师，初级经济师，中级经济师，初级审计师，中级审计师,
我希望自己的2019是安安静静的，平时多看点书，努力把计算机二级证，英语四级，教师资格证都拿到手！最大的目标就是不要受手机的影响，不要有多余的感情，努力去准备考研！还是希望自己不要说废话！,
我的2019做一个追梦人抓住目标就是干。这一年好好学习提升自我打造自我。目标：四级普通话教师资格证国家计算机二级考研！都给我过过过，我很强,
张艺兴2018过去了，2019年的第一天也要结束了，2019年也是大学毕业的年份，教师资格证没考，驾照没考，计算机二级证没考，党也没入，估计这次考研也泡汤了，就连男朋友也没找，爸妈下达的任务，自己的承诺，，，想想都慌感觉自己废柴一个，但还信奉着张艺兴的努力努力再努力我该如何努力#2019新年快乐#,2019新年快乐
2019只剩364天了我的梦想是学10门专业课。我的目标是英语听力666的，口语666的，计算机666的，考研成功，加油＾０＾~抓紧时间完成自己想完成的事，哈哈哈，不管能不能做到，态度是要有的。嘻嘻嘻。生活的智慧在于集中精力于可以改变的事情上。为了自由，要了解更多的必然。新年快乐,
课程资源包括：财会，建筑，教师，考研公共课＋专业课--政英数、四六级、托福、雅思、公务员、西综、管综、中医综合、计算机、执业医师、法硕(非法学)、金融431、护理综合308、心理学(312＋347)、药学、历史学、教育学(311＋333)、翻译硕士、经济类联考、汉语言国际教育、新闻传播、口腔综合等，欢迎咨询#新春旺好运#,新春旺好运
2019来了，我好像还没有准备好，想想自己，已经22的大姑娘了。我要努力啊，新的一年，亲爱的丫头你要考研要考计算机要好好看书，要好好学习，不能在颓废啊。对于感情，开心就好。以前受的委屈太多了，现在只喜欢那种温柔的，只对我温柔的，甜得发腻的最好了，一点都不想被伤害，也不想吵架冷战，不想去猜对方的心思。很累。一点点恶意都不行，我脾气这么怪，谁受得了我就爱谁。,
教师资格证笔试2020考研2019中级会计英语专四专八注册会计师2019初级会计网课考虫万词班初级会计考cpa网课CFAFRM英语四级英语六级计算机二级题库,
【法学与哲学类考研专业择校指导第5节】艺术、体育类回顾→链接::jn18 教育类回顾→链接::2wb5 法硕，管综，经济学，计算机已经录制20考研版本，听课链接→OL有道考神米鹏老师的微博视频,
百词斩大年初二PS:我的近期目标:一个视频（猪猪）中青新年视频5分钟拍摄（最迟2月11提交），征集顺利拿给老鼠买东西，实验室，加好友笔记……买明信片买抽纸买洗发水……微养生（按时吃饭，多吃水果，控制零食饮料，尽量不经常熬夜，败败火……）今年六月的六级准备，计算机准备，教资教育知识准备，考研准备，有机会phone，日常礼物🎁考研顺利，确定好方向，准备好资料！整理好DK礼物！希望快递可以撑到年后……,
【法学与哲学类考研专业择校指导第4节】艺术、体育类回顾→链接::jn18 教育类回顾→链接::2wb5 法硕，管综，经济学，计算机已经录制20考研版本，听课链接→OL有道考神米鹏老师的微博视频,
